business,lat,lon,state,pcode,label
CCwBfrC0Y3EJVe6byA1LrQ ,35.1231419,-80.7299119, NC ,28105,0
_UfFEBRD9mAlksWbCW4eHA ,35.366335,-80.78588, NC ,28269,4
uN6h6GLWLGqDaUA_EiDQAQ ,35.324803,-80.711488, NC ,28262,0
gNmJnjwgj0h21-mlarhXBg ,35.227415,-80.84523, NC ,28202,0
TYe7fuJ3DO1MZZyZJOjwZg ,35.335627,-80.922953, NC ,28263,5
MV9fUwgI2AQa4uZArynRlA ,35.089838,-80.868412, NC ,28210,0
ek1XS6BTLTNAOk-RvWLgeQ ,35.08818,-80.852046, NC ,28226,0
gKX7Oz9hy9TPT37V4ZJg8w ,35.086455,-80.847143, NC ,28226,0
z2Yivr-C0K0H2sLNXvnZyg ,35.24313986,-81.02848457, NC ,28012,3
SQ2wFAaKFrX1a2ZUBm3t3g ,35.3022745,-80.7543565, NC ,28262,0
#NAME?,35.4456919,-80.8788441, NC ,28078,1
wKCx0dQcQouy4CsVk88Nvg ,35.0864272,-80.8890255, NC ,28134,0
Oz9lvruIlUP_oxGB_FE8Qw ,35.0856816,-80.8896639, NC ,28134,0
tAficwKvRzfBZa1aa_83iA ,35.0768141,-80.6692352, NC ,28079,0
pUI96wpoJtsQc-aDP9UIqw ,35.0768141,-80.6692352, NC ,28079,0
_i5NvdcnsuEXpH_oIE3huw ,35.2175068,-80.8538761, NC ,28203,0
Kb1WHDxGXrT_uDxBO_TrsA ,35.210222,-80.85614, NC ,28203,0
btQ4Rc7am0KWNIcgt7CefQ ,35.2084113,-80.8252293, NC ,28207,0
sfXtgCpCXlSLDR4yoR-gww ,35.2051609,-80.819686, NC ,28207,0
tz0HrQYm3nyGurVLbGH7hw ,35.219012,-80.8111413, NC ,28205,0
N-19gRSZdH0rCQZcTyji3A ,35.177387,-80.880482, NC ,28217,0
sSExaL8luneZit55NqQ2uA ,35.16860709,-80.87600101, NC ,28217,0
GIIyJ3BjG2P4FNxBou2WPg ,35.141819,-80.876992, NC ,28217,0
tjJw9YnXhxj-UhCPdd2FvA ,35.1980928,-80.7942837, NC ,28205,0
Qb_mBo4IJgZbXmsktESjVg ,35.2578022,-80.7814952, NC ,28213,0
rb4d1_OtpVD91J5NDp4Y3w ,35.2096,-80.860421, NC ,28203,0
H9a6IRS0edhW343Y2kXSSA ,35.2114719,-80.8584451, NC ,28203,0
hvjm0ebS1TVB4v2XzebFRQ ,35.2263267,-80.8429359, NC ,28202,0
JznzN8VmdqkEq9lQpJ6HCw ,35.2263267,-80.8429359, NC ,28202,0
JXkoMtpA0sQx0KV94UGy_g ,35.469659,-80.609835, NC ,28083,6
X9s0hWVFKB7zCxc5jMgYag ,35.2057605,-80.8387004, NC ,28204,0
qkoDky591Z6K4IYhlbt-Nw ,35.220652,-80.817326, NC ,28204,0
NiCVyAShXIllR6KFEv0Nvw ,35.217241,-80.831248, NC ,28204,0
dHszFOyOkBBOwQaZgg7Vhw ,35.082645,-80.885621, NC ,28134,0
MDJqm5KN1hFWm4R2VtNIlw ,35.087963,-80.858488, NC ,28134,0
BvW3YB5bAtwjlX39AaQu-A ,35.139516,-80.739665, NC ,28270,0
_mahHsC5HaOGJyPQkj-50g ,35.4857295,-80.8784194, NC ,28031,1
9GukPjHTMOrys-xhzgTwSw ,35.480714,-80.860512, NC ,28031,1
4G3ptZapkPZwMCE-PX_7tA ,35.4783673,-80.8939292, NC ,28031,1
bad3mCDa6funCFDIRxS-8w ,35.1268022,-80.7082811, NC ,28105,0
JXGyLKoAmNfC0IDe0NYZbA ,35.3184247,-80.6624269, NC ,28217,7
yoC9pp8xQfW4uSiiycggKg ,35.09687801,-80.77885509, NC ,28277,0
giCCQq5IGrpRvF7Nz9ZanQ ,35.0960065,-80.7801381, NC ,28277,0
ko9dETTvmKgqFuxJ2jbLtA ,35.2440597,-80.8919965, NC ,28208,0
KsL51DVn1_z4j3LtGw2eog ,35.200946,-80.842701, NC ,28203,0
lJfOZI-7NUo6u1DJ_gG9zA ,35.1644869,-80.8504161, NC ,28209,0
UWJo-GOedYxHwuX3cvTB3w ,35.1086861,-80.7288681, NC ,28105,0
KaxjIAYLhqXN8-p_iZwgBw ,35.1669955,-80.8508653, NC ,28209,0
b5VjzyfcMigu4DnFKraA_A ,35.18623,-80.875779, NC ,28209,0
Ghhukr_fp5q5D55zUS91Xg ,35.2429314,-81.0376235, NC ,28012,3
lTidZpUU1ikHfoKctJCanw ,35.372968,-80.6852059, NC ,28027,8
b6NJDLmLAl6KqquwHdRXqA ,35.4174607,-80.6760026, NC ,28027,6
JcKtLW936yeF4kf765hmjQ ,35.4158214,-80.6058123, NC ,28027,6
ACRXKq6Ngtktnvf6rdcGwQ ,35.2398179,-80.9181612, NC ,28208,0
K0VNhFhaOrO3CypCqofjwA ,35.0482549,-80.8162405, NC ,28277,0
fgT7nACHhJ46mOhw7qe9qg ,35.1412136,-80.6239791, NC ,28104,9
LhIpo0MrEqgDj5Ba_G9BcQ ,35.2164881,-80.8404216, NC ,28204,0
99TYELtvqw0loiJfodIaow ,35.21689189,-80.83716631, NC ,28204,0
z0J1-c4MKIrKUJNiDDwlAA ,35.17261105,-80.66098503, NC ,28227,10
KWZCNN7VTFE4BVbIIW14Nw ,35.1871766,-80.6872643, NC ,28227,11
qyjTjRma_y8ol66dErfsIA ,35.0579463,-80.808403, NC ,28277,0
H3EBEKejPL8tsB1gQYG1Ew ,35.104851,-80.879773, NC ,28273,0
aHAuKS4XqLlfjIOnmoKrpQ ,35.343994,-80.770873, NC ,28269,0
6Yl_8sfUKPT0kVdAbK0I8g ,35.4087857,-80.8627784, NC ,28078,1
fOKeVUHC7nb6c8G5sILdHQ ,35.357556,-80.868144, NC ,28078,0
2YcK8gUaY2VAvHUGE3NakQ ,35.170392,-80.87844, NC ,28217,0
7nvdCF_UQAiOx0h3x5tiKg ,35.1523851,-80.8321252, NC ,28211,0
29CNDTpKLsrr_jObcydMmg ,35.13442612,-80.91222382, NC ,28273,0
14ZHmU8rTv23s-xpdG8SPw ,35.1321185,-80.9412055, NC ,28273,0
cpoymNVg8jDEv8azrAg5gQ ,35.13835051,-80.93542005, NC ,28273,0
98gLNkYYJCg4f_uJ7o2wBg ,35.220624,-80.8098575, NC ,28205,0
oHxqu3x5Jv_CqHMG27HkkQ ,35.289675,-80.926902, NC ,28214,0
tgLrY2Z64SeeNANRwy57Hg ,35.3126468,-80.7134933, NC ,28213,0
COqLTo3bb1fuMIg2_fA6Fw ,35.312179,-80.713576, NC ,28213,0
r38gJ4MVnt8JF96ZWEpSNw ,35.35398483,-80.70397949, NC ,28262,8
Iz3Cpk4HEd88K0niEmdK5w ,34.9658091,-80.8543397, SC ,29707,0
CWu6oDNKDIABkzlQYMC-FA ,34.99851418,-80.85556864, SC ,29707,0
FzM55bflbSwwJThZxkvE0A ,35.219162,-80.813703, NC ,28205,0
op16uohWrbnHGbzxnKyEWA ,35.2308354,-80.8443314, NC ,28202,0
SHFlELFcEcAOJv_fTAKChQ ,35.2286689,-80.84241, NC ,28202,0
q9BTBDNJNtgFO8S3YQcn_Q ,35.2326781,-80.8460822, NC ,28202,0
fzT1LCZbq3JKDvDohanaMw ,35.272575,-80.8223006, NC ,28206,0
Nwkn_m8e0R8fx_XKhfgRHw ,35.2419458,-80.825221, NC ,28206,0
VJ46ohh-N7iHKfEX1z7mcg ,35.152852,-80.840464, NC ,28210,0
TgshgSQtZV-RTZlQ0ztmBw ,35.2602256,-81.1264516, NC ,28056,3
ByVeSIl4y7q2_HIOHRcafg ,35.2576465,-81.1145337, NC ,28056,3
EaIho6EvTuODNHPLO98yeQ ,35.1465729,-80.80895, NC ,28226,0
KPy0pz5I4lgV-Fuw5WRHKw ,35.2340477,-80.841786, NC ,28202,0
hzg-nYlzQllNP65T_nEWmQ ,35.12359,-81.00714, NC ,28278,12
aCoRJp8Zty-hY3YaHqIItA ,35.1934,-80.795, NC ,28211,0
64gtZKZL3gA_CO2zJwvSog ,35.22025737,-80.94401373, NC ,28202,0
1X82G21llngT6r8UovMPAQ ,35.147516,-80.853983, NC ,28210,0
TGXXZe4zuQk5CZbZrtXYUA ,35.117886,-80.826228, NC ,28226,0
VXFycyyI3uEx6IOHkPLvSQ ,35.2428423,-81.0376885, NC ,28012,3
GbCoZiJLPbI-7bu0awyoZQ ,35.1731814,-80.8400346, NC ,28209,0
19fK-bhX6hD597RPHn1PkA ,35.276295,-80.767655, NC ,28213,0
SzK2HBcDTbIBKcoV_iivpw ,35.174778,-80.839997, NC ,28209,0
-8fOqUWFX_1qiKggIt5LnA ,35.419773,-80.675218, NC ,28027,6
Bj06RCoblxFFYJLzL03Q1w ,35.415385,-80.669955, NC ,28027,6
tg4rqi5oZ7djQtLdI9KOtg ,35.4697097,-80.8745677, NC ,28031,1
#NAME?,35.236271,-80.878586, NC ,28208,0
cMHgw40ldvUBxTYNeZjHQg ,35.22311875,-80.94038137, NC ,28208,0
uejutOD4_-IUaY5cKkpezg ,35.0541188,-80.8519401, NC ,28277,0
eUsZvLovnQbyXmwtPpb3Mw ,35.3230283,-80.8278696, NC ,28269,0
yFOdsdpBbbkC0OJz2lPPEQ ,35.0829809,-80.700143, NC ,28104,0
wCF-FfB6A__UhWTd7phhvw ,35.0537776,-80.8467812, NC ,28226,0
Gfz0RL0UGZEvziU8fywlOg ,35.201588,-80.725603, NC ,22827,0
O5AjarihqW1V8RlJnoef9A ,35.2240131,-80.8464728, NC ,28202,0
G_X8J3i84pnVC5kGPEUoNg ,35.22574343,-80.84487518, NC ,28202,0
qcTaluNjodgXvSE-MFYvKQ ,35.11901016,-80.95741443, NC ,28273,0
IXn0crR2hqgUk4vObDF47g ,35.220754,-80.810152, NC ,28205,0
UgPdanBPEQyoYUv1MGF6dQ ,35.0331082,-80.8056055, NC ,28277,0
9vaPzTRUntT144Rnsxb2nQ ,35.2636774,-81.13501288, NC ,28054,3
5jdxDC0syL2OFkS1SFsJsg ,35.178431,-80.750778, NC ,28212,0
kbNXYS9HljjLf-X8WaaCCg ,35.1760893,-80.6537344, NC ,28227,10
FrfzI901uS2bU2kgUkqaVw ,35.06086574,-80.81446585, NC ,28277,0
cjq6pMGwctZT9OhS9_fDpw ,35.062218,-80.773346, NC ,28277,0
sx8YlQDqq9WbkbVXzefxcQ ,35.2279848,-80.8568397, NC ,28208,0
G9VWuo38DBXu3l6Nknbbpg ,35.3432482,-80.7690779, NC ,28269,0
yiVQQj0QEzLiKTlKFaq8NQ ,35.0366891,-81.0219146, SC ,29708,13
tc6sv6vMR5xrYLAPq-DAPg ,35.1909224,-80.8052183, NC ,28211,0
sGyBe14qNT96qycXdo78bQ ,35.21256995,-80.77192148, NC ,28202,0
Os2gtbn-gTJXz0lKge6VDg ,35.1881522,-80.9149692, NC ,28217,0
QnCWy07Vlp3F0rTruTTlfg ,35.1745344,-80.848208, NC ,28209,0
ef6_u_fVrUzQaDgewC-mPA ,35.092449,-80.877983, NC ,28134,0
w3dDJjiLs815AMXaQN5nGw ,34.957712,-80.755487, NC ,28173,14
WEv5UoT2W2lKDq5ptXEniQ ,34.92454822,-80.74491106, NC ,28173,14
fGZBoghjoOKHuhLZApeVGw ,35.2104374,-80.8564496, NC ,28203,0
cchk8bfNwCKOP4e8ZnYr3Q ,35.165331,-80.876422, NC ,28217,0
0ol96MXnGGSON0DhOWaz9g ,35.148215,-80.8950909, NC ,28217,0
pOwziZ1OSMO7KYiIPJA2Zw ,35.1523851,-80.8321252, NC ,28211,0
ES0ijQ-KlNPUoXl4tK1tDQ ,35.152394,-80.832136, NC ,28211,0
XZ6cTNYjdO0MzqLqT9EMyw ,35.0474652,-80.9918522, SC ,29708,0
5i2qvmfvuSY5422NU6RJaw ,35.1486757,-80.84199, NC ,28210,0
3oTml4zlPaI7l3-TDKxwkg ,35.2668119,-81.100948, NC ,28012,3
9hghdqoB4XWfEIL3llbXUw ,35.2534228,-81.0266346, NC ,28012,3
s8OLoPfOpB0FbK5frI3CkQ ,35.2194153,-80.8137099, NC ,28205,0
r2wDUQlorilOVm2C2ddFwg ,35.186718,-80.90868, NC ,28217,0
OdNAnWzBRB1V7FdgRV_bGw ,35.0898076,-80.9323045, SC ,29715,0
kzD6FCqGJzk4Lqw9SL71XQ ,35.090941,-80.886936, NC ,28134,0
5aGYZbjkXpCecz4QH2ZKFg ,35.1457297,-80.9365337, NC ,28263,0
nDZWoEznY5-oSCc2HvoMtA ,35.226051,-80.836185, NC ,28202,0
Y6EVRirYxg1ezyQ6u7tNWw ,34.9319698,-80.8211708, SC ,29707,0
#NAME?,35.3355237,-80.7534554, NC ,28262,0
8A_GP28T-gqf91qJRI-lDQ ,35.20255,-80.73531, NC ,28212,0
dEAMsh8yJ9evcTKs4wBF1w ,35.353114,-80.853397, NC ,28216,0
GkR3S71b3tj32AAe_wgXkQ ,35.4449027,-80.8770459, NC ,28078,1
FvHty1O-VpUfxuVRDzkQ6w ,35.444292,-80.895513, NC ,28078,1
jaraJZ6TH-n71UV7WHAgpQ ,35.41418873,-80.85678479, NC ,28078,1
9_SM4w8LoVrPT98KPaJrYQ ,35.2270869,-80.8431267, NC , ,0
7rnO3Fb6FRb58-RMhSk-6g ,35.0776742,-80.934354, SC ,29715,0
nuJbVf0KUcpMG3i3RtNd_A ,35.00733021,-80.85439367, SC ,29707,0
r4Hd6k_h4os8FD04hesW0w ,35.0071365,-80.9472336, SC ,29715,0
pDoDY-cDLyeKQgDx5RAlnQ ,35.22363103,-80.63868654, NC ,28215,15
F6BsfBmBJCg6X-0jGQbjDA ,35.1844469,-80.8866877, NC ,28217,0
0qPnl-4ZQgM7yr0eAON09g ,35.1825962,-80.6548882, NC ,28227,10
ikom1-h2Kk7DfziD2wJo-g ,35.200356,-80.8435928, NC ,28203,0
RISXcxMu8ZtS02jznPaf0g ,35.233535,-80.766542, NC ,28215,0
xKJLWeUf9L6nlfQEGotuxA ,35.1162269,-80.7122495, NC ,28105,0
6uA9A-MZwODS6HaVMv8lMw ,35.363425,-80.713061, NC ,28027,8
90oH6tilpqsCkz7Dhcxejw ,35.4824259,-80.862377, NC ,28031,1
yQab5dxZzgBLTEHCw9V7_w ,35.214731,-80.947282, NC ,28208,0
CgeNY1pll5dBQuHPCJGAOg ,35.3075148,-80.8438944, NC ,28269,0
oqvFJUYqxaN9YnQHP6hPcg ,35.29538107,-80.74000821, NC ,28213,0
BHzacVLP8c7KpH6djG00Kw ,35.179891,-80.880139, NC ,28217,0
fQguRJYXGmYa4mFcpyhHmg ,35.178587,-80.892848, NC ,28217,0
XhI-jV5JOffZ71_1PjQj5g ,35.3500429,-80.8548882, NC ,28216,0
OY2csCxGOYnZAGlvoRxOuw ,35.4035087,-80.8661112, NC ,28078,1
sQZ7qgxPJD-7xMdowTdSdA ,35.303872,-80.749548, NC ,28262,0
lPJfPBDTc-vpj4ib1DJgog ,34.9936008,-80.8536217, SC ,29715,0
6M9dla611JYaA2fbu6mneg ,35.171809,-80.851479, NC ,28209,0
SBPttAVjzEnN3VE6sKiaMg ,35.061319,-80.814423, NC ,28277,0
bc8JzcJQYZWXrNFl9mhg3g ,35.0787986,-80.8179016, NC ,28277,0
YU13rwNx9xLqy8H1fftMxw ,35.0822,-80.8772242, NC ,28134,0
vVZ_4oNhCVuH8Tfr_uro9Q ,35.483712,-80.868313, NC ,28031,1
SPWFv7gy8PsH4smyzxqjZw ,35.4838433,-80.8678739, NC ,28031,1
P9xoO-WxaazIMQI7grYUwg ,35.2025223,-80.845001, NC ,28203,0
gKp_doTR1E9SnlyPpFGZzw ,35.337238,-80.815129, NC ,28269,0
fc6RneAuOWeQDiT76Zs_Dw ,35.2589209,-81.0771434, NC ,28101,3
vrCN175x5PLshWAgKjWMVA ,35.0952962,-80.8683414, NC ,28210,0
mLtrXuhi22YOK6GKy68o9Q ,35.1384709,-80.7350303, NC ,28270,0
ofTjkad-MksyUyQ4IDNazQ ,35.052784,-80.9924047, SC ,29708,0
uroFHXnLwzGcwbQnpvUguA ,35.101277,-80.905303, NC ,28134,0
KWEMOJotuluTK0y8ua3pjg ,34.9252494,-80.7430102, NC ,28173,14
xjHG4M4hDHawmZQkSwf30g ,35.0697041,-80.6768203, NC ,28079,0
Qsg-2Coum0ccbXuJWDwZqA ,35.1459387,-80.83006206, NC ,28210,0
u-AEugv1ZSs6w8S6jEXApg ,35.2080037,-80.859928, NC ,28203,0
CZ-7sGquvdm9vlvRR-skeg ,35.207159,-80.860039, NC ,28203,0
8zBhtpDGERGiHU48BWQVDQ ,35.2198505,-80.8504045, NC ,28203,0
zBHujp3JrExKfOTJp6LyQQ ,35.2241581,-80.8487419, NC ,28202,0
O-axLuN5zCqqgRzyDzxUhQ ,35.1972018,-80.8761211, NC ,28202,0
0j3OaO0ZDfpAuU6CDpXeBQ ,35.104474,-80.986605, NC ,28273,0
Cb-2Vpy0AxLsrlhGeVtO3g ,35.0073697,-80.9450759, SC , ,0
Z995CrUg177hi-I3IDFMIA ,35.2250922,-80.8392219, NC ,28202,0
HRutX5rNVw49WtkuaqW-ZQ ,35.11702993,-80.82358343, NC ,28226,0
sleHl3d4ZhKXs2EH3HQ6Yg ,35.1171322,-80.8245033, NC ,28226,0
JhePjlbrEACl926qu-RpJw ,35.201203,-80.843001, NC ,28203,0
LdA9FSWSIqj-6_fQw1mLdA ,35.1279127,-80.7276908, NC ,28105,0
OE8HoTkIhGRDxk4-td8F8Q ,35.1168131,-80.7236804, NC ,28105,0
7YDleCtN_pXsqjo7yQZ4OQ ,35.2102786,-80.8517788, NC ,28203,0
tj28yfz0o80ziHGLfx9UOA ,35.157113,-80.824607, NC ,28211,0
LpxBWoPK3aP3Sjhbm7-lhw ,35.22552851,-80.84409585, NC ,28202,0
glOwfW9YkWuiKyoUcnnpHw ,35.251292,-80.505725, NC ,28107,16
ljjBWO5u-frOjVC-6amy1w ,35.1118189,-80.915583, NC ,28134,0
P2F95-nVBq0pDPCMtF0Jqw ,35.1488002,-80.835022, NC ,28210,0
knUDyRib3VJbpZkpLa7YTg ,35.2379014,-80.8419341, NC ,23231,0
C8v9eK0uZ6X_kqzd9EiBBQ ,35.153939,-80.8317551, NC ,28211,0
eLxJ6PtQ8vob44xKpfHGuQ ,35.1461134,-80.9294623, NC ,28273,0
p1wKcDdH6_b6n-Tw1GWCqw ,35.36531067,-80.70077515, NC ,28027,8
pSkymMfPhLw-aJmFVu4bCw ,35.476565,-80.8922259, NC ,28031,1
MLk47cIhYWJBZB6KAfMmLQ ,35.0882299,-80.8457038, NC ,28226,0
pB5qQjuxJyxN78jsmCqnZg ,35.21930162,-80.93004729, NC ,28208,0
Fn1VLttWZBSJ0n0RMZz-Ig ,35.227573,-80.925871, NC ,28208,0
UHGkvaFQrKijoNsLvnnHGg ,35.201678,-80.845536, NC ,28203,0
YAJzBGvqT3dT_qAg6u8E1A ,35.199889,-80.842288, NC ,28203,0
VFk2Av4mpDkoKgjHpVnxPQ ,35.33806,-80.8240579, NC ,28269,0
e_caHq_G7x-lypzj5I-VWA ,35.171028,-80.849435, NC ,28209,0
vhSbncGJpgA7-XybDSkm8A ,35.1386437,-80.6822278, NC ,28105,0
7tLCT0fr9u957YsWRT3Y_w ,35.308686,-80.887165, NC ,28216,0
ek5cepgrlLiswA0rF6rc7g ,35.3055903,-80.8549692, NC ,28216,0
xbfqJPkko9w7WnQBiulJRA ,35.3301529,-80.7325287, NC ,28262,0
#NAME?,35.1860008,-80.8814186, NC ,28217,0
JLdfdaUhTMs-7g8l2sdNlQ ,35.1782471,-80.8785111, NC ,28217,0
WM19O3HoCxCE9t7RuTYgpA ,35.061257,-80.814542, NC ,28277,0
1S8ZJwuy8u0wjW8cKPycyw ,35.080412,-80.817459, NC ,28277,0
poVX8KYBX7arnhIl2h000Q ,35.078547,-80.817318, NC ,28277,0
kvDBnQCisSXl6Ycy1X5PBg ,34.9871242,-80.8535952, SC ,29707,0
A6C0YbnRSsP9nHb3qSmu7Q ,34.9373298,-80.7502537, NC ,28173,14
s1iaN6rBT9yUfuCUYNPX0A ,35.076385,-80.841104, NC ,28226,0
SO00ptB79W24nVEQAa5L9A ,35.117117,-80.824515, NC ,28226,0
zanmkGBu7YnzZkXiW--gkw ,35.3015641,-80.7518571, NC ,28262,0
87-KdXIzHFmIYBUwP84T9w ,35.4419607,-80.8569121, NC ,28078,1
aPw8k6Ipqbpi9qWn0kH6JQ ,35.2009248,-80.8671172, NC ,28209,0
9T2cy7F60MLRTjQXq_nEbQ ,35.090941,-80.886936, NC ,28134,0
Vjcu1IuYaMZEK6yW6Bi0fA ,35.076846,-80.879653, NC ,28134,0
qmctaQ2PqZRBdrg18TOU9w ,35.171854,-81.107649, NC ,28052,17
qCsxrmnqA5o1djIwnauG4g ,35.21643927,-80.85521721, NC ,28203,0
qTBD_2VcI5iNd09X7OJyMA ,35.2114337,-80.8603994, NC ,28203,0
R5U3PcwZjuc-7PwpLp2Kkg ,35.207159,-80.860039, NC ,28203,0
Kt9wmFGBAqvJQcpJOV8q1A ,35.1453498,-80.8977752, NC ,28217,0
daoj69GcvRJeHR_1t0mpgg ,35.2828178,-80.6691502, NC ,28215,18
aZs0OxXBK8felYICOLWsiw ,35.2566549,-80.5998769, NC ,28025,19
5Xwgo9nFBJGvWFOpH_Hh7w ,35.461723,-80.586902, NC ,28025,6
JhrGRSeL0_ZhEbRFPBp3yw ,35.2139084,-80.7712462, NC ,28205,0
rITfn--tcngFvuzpNwgilg ,35.092106,-80.864626, NC ,28210,0
UQskW_QxF4kKyMh5Fpmn9A ,35.1733628,-80.8399867, NC ,28209,0
pS5FNUX5xAy_E8bYHXfumA ,35.0623011,-80.7671003, NC ,28277,0
O8HVCZ89WMjHD2PcyeYjXA ,35.0822,-80.8772242, NC ,28134,0
#NAME?,35.4451629,-80.8802742, NC ,28078,1
NMHyFtEj-AX0FuG3CaAzpA ,35.1415282,-80.6251282, NC ,28104,9
zuUgQ6p7FUSjgtrxC_QXYA ,35.349609,-80.853133, NC ,28216,0
7wJmtqPXXfK3NB_E8oOUGg ,35.32706,-80.648073, NC ,28075,7
