,business,lat,lon,state,pcode
101,a7pw6LQjVNySqudUiA2k5Q ,35.3594474,-80.6245882, NC , 28027
102,sOp6feWKRJ_77yP2z0S3NQ ,35.4700079,-80.6633679, NC , 28081
103,pbCpZkOuLjr7sdiAdxw1EA ,35.2067169,-81.0753862, NC , 28056
104,9g4p3tny291ANSAQKoDk4w ,35.1869829,-81.1495945, NC , 28056
105,1ck8LxgkUhWmQr5cDiZvrQ ,35.4212033,-80.9989739, NC , 28164
106,gnDC6o1k6ZAL5yf9r4j4XA ,35.233655171,-80.589488575, NC , 28213
107,lX1KRQyJ5Vpcthu4MayqmQ ,35.005691,-80.887629, SC , 29707
108,aMLGCmw9g9mIBrEdMaO4iQ ,35.4005433,-80.5262147, NC , 28025
109,HORIxZ4GpMDqM29C3kD5IA ,35.284026,-81.075091, NC , 28056
110,X9ZxpDLM1WlS36C2RwVaUA ,35.4002719,-80.6972013, NC , 28027
111,773ovbZW7HvfaNy5laUznQ ,35.2203206,-81.0959069, NC , 28056
112,KvZBPfCcT_FwuzI0UbHpgg ,35.237625,-80.6322053, NC , 28215
113,3feyvD2fdGR1O0LMFgAxkg ,35.3368139,-81.202404, NC , 28034
114,5tR89X0hqEB-khiKn2KZyg ,35.447562,-80.935937, NC , 28031
115,K7WmAeBlPBqfelpM1LEF2Q ,35.380197,-81.2296753, NC , 28034
116,y52rX6iyCjLTWxDjZq405g ,35.2523791,-80.6574252, NC , 28215
117,rGjHD5S10WoW_l2-IMPa3A ,35.2010926,-81.0423429, NC , 28012
118,qSQWoKgldxhMG9CKwwzt9g ,35.2352617,-80.5064763, NC , 28107
119,YR1bzcppVUg8jqrL_uoPTw ,35.0913918,-81.1019229, SC , 29710
120,nmDsmL_jGOA5_EP69mpPhQ ,35.3301866,-81.0202533, NC , 28120
121,qEVrlkxQCvRuVU9Bx5E1vw ,35.001676,-80.668341, NC , 28104
122,Xrni9GAjKOrg4JNhE4ojIg ,35.0398629,-80.740318, NC , 28104
123,dO-u3fNZOQZS13aE9FypoQ ,34.9679132791,-80.8209872246, SC , 29707
124,Lrvrjsb9ZzEtkpvqaPoUHw ,35.3348066,-80.624391, NC , 28075
125,KjJQK6Pk2EsciZdt2-r1sQ ,35.4657248,-80.8043977, NC , 28036
126,4CeCU1e8uLw8t88BtMPeWg ,35.4413888,-80.7327344, NC , 28027
