business,lat,lon,state,pcode,label
rWEkCDAJx4QGSt6pmlPOTA ,35.483015,-80.8600079, NC ,28031,1
1sgtwBEL9WTAr-vA9o17LA ,35.479733,-80.89239, NC ,28031,1
p0C4CAsDtCiiY-w_msg7ow ,35.4940939,-80.860486, NC ,28031,1
zTE9XjspI1Pzq1RSFHIgiA ,35.410392,-80.855215, NC ,28078,1
muKMEPI88MSvQZeCdCvQ0g ,35.40926015,-80.86017268, NC ,28078,1
F3-Au7jN0n6Z5JqVbL7ilA ,35.410749,-80.841144, NC ,28078,1
dIAhIcc8TgECPD0K27MpXw ,35.442525,-80.861123, NC ,28078,1
MyiqKhZd8N08q9qilxRcPQ ,35.4822472,-80.8806668, NC ,28031,1
lyOvKNhG4rjZtlDtOpNmQQ ,35.4745459,-80.892118, NC ,28031,1
mJ09B9mEoqhlIGQHCrrwXQ ,35.4979952,-80.8493356, NC ,28036,1
5UpeyzbvoYWCvpC8AvIboA ,35.4370947,-80.8650041, NC ,28078,1
aD17SQCcPnVmiHRBK5101g ,35.443253,-80.861456, NC ,28078,1
RRZ47wKtXNMm231xmJYN_w ,35.482875,-80.864319, NC ,28031,1
ataRn8s6owt3SObGajp4KQ ,35.4765931,-80.8929185, NC ,28031,1
9LVr97tuNEE2qlZ5v-kaPQ ,35.465861,-80.896325, NC ,28031,1
2LeoAmKEIW3ICRyE427-4w ,35.4638145,-80.8714831, NC ,28031,1
hiYuO0EYA5f7gldK-zDXEw ,35.4778398,-80.8933961, NC ,28031,1
KrdtFgq7lgDXuW0WpPEU0w ,35.442891,-80.8574667, NC ,28078,1
pqjViYUzuFXDwJVvbJCrDQ ,35.44348766,-80.85948229, NC ,28078,1
baVeDut9bOYwXef7CVgN2w ,35.5063166,-80.8669568, NC ,28036,1
O7oel6U2R9egvZcW9qNrww ,35.482521,-80.8785259, NC ,28031,1
1acwsRJ7tcR2KROVNeUsPQ ,35.4464309,-80.878665, NC ,28078,1
rXQtPJvk6iOweElGzNI21Q ,35.445787,-80.878072, NC ,28078,1
RZp2M4rO8tpRUeYP-8Iykg ,35.4445382,-80.8810328, NC ,28078,1
7WZHJyMln_Ai44PJ3_Q1Qg ,35.430109,-80.842771, NC ,28078,1
qs9bubUCEqDyT5KsKiuw-A ,35.41426,-80.829632, NC ,28078,1
FLbK3y9x2LejFomvFFETSg ,35.4054689,-80.854551, NC ,28078,1
h1l5MNEqgpM_KLiOBLCqoA ,35.4450447,-80.8771547, NC ,28078,1
5G5803NtvaRY2ZxsEny9vQ ,35.443106,-80.859585, NC ,28078,1
Qzp0PWFF51Yj_cXE5fepmA ,35.403422,-80.853635, NC ,28078,1
XVCWCbVLq8LjDqQBLRoEcg ,35.44371258,-80.8713528, NC ,28078,1
wbJQWVyJKTUh9ryZ4jUgwg ,35.440408,-80.8719069, NC ,28078,1
qhJ6RP2x6DvEAzZaUP0HWg ,35.408297,-80.860973, NC ,28078,1
DOjWYJcepvyEwXrkCvLVHw ,35.4437264,-80.8788037, NC ,28078,1
CtAcl1n3-9e4CV5cVEFXZA ,35.4389185,-80.8671782, NC ,28078,1
ST_MJ4xq1GYSoc3LfgMFnQ ,35.44592444,-80.878584, NC ,28078,1
Gojm0Y4ycuCmUWhY2NuUpg ,35.4105081,-80.8426728, NC ,28078,1
jB_FDRXCN5BKiaq3UMDmNA ,35.4468105,-80.8786115, NC ,28078,1
2l_hxx0lGXMAK0rwAK7jww ,35.410612,-80.841111, NC ,28078,1
qkQb81FJkqZyaJ_uG5gB1g ,35.466961,-80.871974, NC ,28031,1
Z7aIyeIlUMglLWTkBiHhNw ,35.408839,-80.86112, NC ,28078,1
aGsdSIDevePMzDcnC3qTmw ,35.417269,-80.856361, NC ,28078,1
N8AwhWtjUtfT0xmeIgBWvw ,35.4866245,-80.8588624, NC ,28031,1
NXltkSQKxLbWij7hSmsRvQ ,35.410262,-80.85021, NC ,28078,1
UZgmSqru7XltkUqIHlCbfA ,35.4463632,-80.8797266, NC ,28078,1
7lwMlqz2SvjaWTzNu8a-3A ,35.412922,-80.842079, NC ,28078,1
I_grqO6KDmoL0uFx5t-cWg ,35.4450447,-80.8771547, NC ,28078,1
#NAME?,35.44515422,-80.8806558, NC ,28078,1
nXVi2ewlka-4gKhLeMEQMw ,35.443106,-80.859585, NC ,28078,1
rmP7AzV3SAeRWUzbNuqQ5A ,35.4577917,-80.8680906, NC ,28031,1
Ki1hOEYAAfZGgbEdTi63jg ,35.4409183,-80.8724443, NC ,28078,1
2Tenjq_CsJ5D6ndLtbxHvQ ,35.408297,-80.860973, NC ,28078,1
b2gXCUmecPty2cVR5q8Gyg ,35.384626,-80.846401, NC ,28078,1
XxnKmlDWYYT-xfoJJESDJA ,35.482358,-80.8605539, NC ,28031,1
vfoSNWUkziy2s5mJBNMM9A ,35.443106,-80.859585, NC ,28078,1
wrpNep3uf1vIKoPBhRVHGQ ,35.441922,-80.866368, NC ,28078,1
llyCcZeOT_SI-celMhm5fA ,35.4761942,-80.8897672, NC ,28031,1
lbyBIYez-lzPV2__DGyeTQ ,35.4800528,-80.8911468, NC ,28031,1
FfdtF7TFaaus4gUQg0ImPQ ,35.44592344,-80.86689881, NC ,28078,1
utg6y4XMmKjuU4FJMNk4qQ ,35.4762372,-80.8918384, NC ,28031,1
GTDVi7y50cU8WlkNmZa-zQ ,35.4670602,-80.8712653, NC ,28031,1
e5ZXTFsssNXLEt3aZryiKg ,35.491538,-80.85722, NC ,28031,1
QNcmzMJO3JsQzQZPSDSjYg ,35.4614226,-80.8536619, NC ,28031,1
sHTXbmvqUE9FudTuJMPXMw ,35.480255,-80.886973, NC ,28031,1
PBmsa5CMfhk5fVrtFuxLNg ,35.4808764,-80.8910079, NC ,28031,1
pJ53AJAeXQRfEHltRxiZ7w ,35.5017109,-80.8609851, NC ,28036,1
4rOTvZwCV_mIVO6BXZ90JQ ,35.4848543,-80.8587911, NC ,28031,1
#NAME?,35.4785287,-80.8931571, NC ,28031,1
GQxGCQ49DZzHgu7ZpxajsA ,35.481995,-80.884625, NC ,28031,1
KPpAr8-dKocqr_gIGBKC8Q ,35.475193,-80.892415, NC ,28031,1
cJwaIKPsArXwAJ81vN08SQ ,35.475069,-80.873862, NC ,28031,1
74Axsl-zR_VDBGXRZajCPA ,35.481899,-80.860366, NC ,28031,1
D1rsFK0KBdu0pcbtXO8Iiw ,35.4993558,-80.8487663, NC ,28036,1
i4l_Qr_zIz6PgyDktkf5dA ,35.4435563,-80.8855789, NC ,28078,1
AiBhkVmAT44BGyej3wTi3g ,35.480227,-80.877613, NC ,28031,1
4U2JtoWJbhC-NAltPLdtEA ,35.480612,-80.881848, NC ,28031,1
9nymxIB_rpocwhth2h-I3Q ,35.476353,-80.890484, NC ,28031,1
UjHq8Ifa_2XfwfIC2yM6Ow ,35.4427206,-80.8857951, NC ,28078,1
rJaZN1LR5SVBSdpXj4uA8A ,35.4668411,-80.8723806, NC ,28031,1
EKJBKFHGUkU5h6ctBsSpMA ,35.49576414,-80.85335822, NC ,28036,1
vfwTrfrZ3FWhVkyLjAggLQ ,35.4962415,-80.8529511, NC ,28036,1
_aj1I2jcSYJXSF66gE7U-w ,35.4820747,-80.8600444, NC ,28031,1
ADNBU2m0Cu-1wmeG9nkknw ,35.501033,-80.86028, NC ,28036,1
pWlb4ThOsW4v_aGy2IF1Mg ,35.464825,-80.8924682, NC ,28031,1
ENBr-niEHk46PwaQTfCgaw ,35.4820656,-80.8599285, NC ,28031,1
JMmpLd-Pvd-1_uQwvb-kDA ,35.4666776,-80.8725151, NC ,28031,1
HeVQg_GufyHnmvGGh4FCaQ ,35.481933,-80.8818579, NC ,28031,1
te8Yj1qmvdiJRrkGAtNiTA ,35.482226,-80.880551, NC ,28031,1
I1hcauCV7r2gzBkgqi0Ieg ,35.448799,-80.890924, NC ,28031,1
TASIwEI0OgAEjMsvORJ_Qw ,35.478912,-80.894464, NC ,28031,1
eLRAw_eaXn62UQIuiHhSqQ ,35.4837727,-80.8729538, NC ,28031,1
nOvv64VDnbv3lVlnbL54NQ ,35.447409,-80.891425, NC ,28031,1
9IcpU0-Fr2sWi_YvvjNMyg ,35.50095168,-80.86079253, NC ,28036,1
dagh8P8DuOdw3aEKhqtaEg ,35.4800528,-80.8911468, NC ,28031,1
zE8Q7LC9whMdsbRNwShPQA ,35.47202083,-80.87372482, NC ,28031,1
qQ-qwR5Eg9x02MVjeroF_Q ,35.501152,-80.8608674, NC ,28036,1
FgVWbj_LgvfniIBrdFjLmA ,35.4850251,-80.8762265, NC ,28031,1
1qLFgJzsSkpcbNznRiZxUg ,35.481012,-80.885637, NC ,28031,1
CFh-ACjfTKmdvCzQjAqwTA ,35.4793582,-80.8909812, NC ,28031,1
_sea5vOOOKxz0rHencCVDg ,35.4818917,-80.8847452, NC ,28031,1
#NAME?,35.475073,-80.853205, NC ,28031,1
N2vI9v1Vv0HgAUavkO6Y1Q ,35.4803948,-80.8738724, NC ,28031,1
2E57EmAD7qdfS1NL8_EfMQ ,35.4596408,-80.8889111, NC ,28031,1
QALlP7i60QAL5YO5ZYjuHw ,35.48173444,-80.884595, NC ,28031,1
uCL2LeNYpYTQX13o1S53Cg ,35.476353,-80.890484, NC ,28031,1
AXZzG-_VmsS47upzcXPrbQ ,35.446528,-80.89205, NC ,28031,1
cXJCsKcp5BAs1v4Q2Ocr8A ,35.444506,-80.879566, NC ,28078,1
cCCGhmxZ9WsHnvGf9_eFHw ,35.43757,-80.865076, NC ,28078,1
#NAME?,35.4435056,-80.8862574, NC ,28078,1
OxWV9rldWgU0iyJGoG2ZoA ,35.444167,-80.867165, NC ,28078,1
z6Fkq6GSflec9rD9iBn1fQ ,35.41391832,-80.8558288, NC ,28078,1
5AzcNTr0kPAspT_v-TWTIw ,35.445665,-80.880595, NC ,28078,1
PuwHnSYN8Gza6N-rgIONuw ,35.41258195,-80.85619782, NC ,28078,1
KbZG1z2aNWAhB0RtwOWMSA ,35.4087705,-80.8610958, NC ,28078,1
tvhcshPITUGa_ffUlU-BHA ,35.4403671,-80.8706902, NC ,28078,1
wWnu3lim7zzPSWyIein9YA ,35.3840379,-80.840096, NC ,28078,1
_vj8nh6MceJLInLoMRA38g ,35.442832,-80.859496, NC ,28078,1
d3ejBz2NzRmEldiD2bBOwg ,35.4338268,-80.8701111, NC ,28078,1
Jg0e-bmcUyCDTsphMgyepw ,35.4455011,-80.8897011, NC ,28078,1
x-zb-pD1g5MULqKfeXpOXw ,35.4437264,-80.8788037, NC ,28078,1
JxX_sP6szkg_1aUMx7_XvA ,35.4793829,-80.856642, NC ,28031,1
GmBKpp1j9x5Wao5vPOva-Q ,35.499074,-80.848803, NC ,28036,1
DMQGcRzPEYHlADrGLVbyvw ,35.445088,-80.8793759, NC ,28078,1
TLKtKty9TOxP72JnMQRktA ,35.485216,-80.873424, NC ,28031,1
_UQ-Een96DNhsq3fhfLL7A ,35.484504,-80.878945, NC ,28031,1
mzo_f_RVcw6-zSSC8cBi3Q ,35.4715289,-80.873548, NC ,28031,1
TrmXH-6e0a6KEKkOL7qW2Q ,35.480714,-80.860512, NC ,28031,1
hQEfwOmP0rMi1jIXbo_bHA ,35.483802,-80.8765559, NC ,28031,1
WeFakoHnMU4fHmAcjeXqjA ,35.48623568,-80.85989936, NC ,28031,1
Gpucn7UI2BfJqAnQ3iy3Jw ,35.48170557,-80.86026687, NC ,28031,1
9FPEg18SyYsKgbWZ0XDysQ ,35.4911289,-80.8582314, NC ,28031,1
ofccH2ekJxZams0xuSFg7g ,35.4917497,-80.8581854, NC ,28031,1
2S7m8DFFso7-CIqqdvuhNg ,35.4442728,-80.8955356, NC ,28031,1
DzRuHisU0zxM_CIH2ccg6A ,35.481901,-80.87365, NC ,28031,1
OpWHRdpdyUPj0XtMwRXpDg ,35.4783673,-80.8939292, NC ,28031,1
ZrOx8EgCvy_GDdq6nSxq-w ,35.457747,-80.8550209, NC ,28031,1
d_BsELuzfv3i-tjgUNqqKA ,35.479259,-80.881544, NC ,28031,1
sRLGBXiOeWUhs7A3ZD0EKA ,35.4820909,-80.860777, NC ,28031,1
vHlF8VSkELv6nKz5W4GDnw ,35.4795,-80.893231, NC ,28031,1
lK7DIInJIOBq5TO30G6Z-w ,35.458016,-80.868084, NC ,28031,1
KBGoTNvOoV3ixc8zaaMHnw ,35.4813151,-80.8841624, NC ,28031,1
2PIBcBL_UmKdgqahhIFb5A ,35.47138485,-80.89195561, NC ,28031,1
2yPA4LfSizfZj9mcPiowWg ,35.4480801,-80.8901594, NC ,28031,1
ZQiMiVzrmMJAIejS0QVx1A ,35.476565,-80.8922259, NC ,28031,1
aLPzUM35uxYN0Zl4Vj0XUg ,35.4793144,-80.8909632, NC ,28031,1
0ZfILhI-oNB9TY4j5zw3Bw ,35.4489639,-80.890259, NC ,28031,1
RU2rqEfvUDXfpp5H8i9_kg ,35.4848645,-80.8788311, NC ,28031,1
vgY7zKwJ0Dv1stcxsQLS8w ,35.4857295,-80.8784194, NC ,28031,1
mBuNh3eP95vlzpVhVDuCAQ ,35.4419832,-80.8828549, NC ,28078,1
pKX8dGwgogydrBupj6HGLg ,35.4453341,-80.8789815, NC ,28078,1
BWmex2gxmeWWFwb6hjKm5Q ,35.44597215,-80.87806195, NC ,28078,1
fNcLQYK4SH7Ss74CyuCdsA ,35.4043534,-80.8677223, NC ,28078,1
1vcE4KjJITF-VTFNiqE0vQ ,35.4812448,-80.8871743, NC ,28031,1
rEIVz3J4ipGps9TkCsJRDg ,35.459828,-80.889656, NC ,28031,1
57ytOXXx5YmDPYdNQm0_wQ ,35.48069095,-80.88183535, NC ,28031,1
x4hMZSYPy0zdXKVWva6QWQ ,35.44621903,-80.87891892, NC ,28078,1
cPF-u6Ga7cgaXMOxetQbWg ,35.4410032,-80.8717811, NC ,28078,1
8hZuRG3FiEpfLZeQWdJeZw ,35.4433054,-80.87225412, NC ,28078,1
vpc6edTXooKZb_KD3p8-jA ,35.4721131,-80.8736129, NC ,28031,1
w7BHkgxJS7ncuXep905GLQ ,35.4427959,-80.8950124, NC ,28078,1
6J7o-raIYC8cK2GxiIQp-A ,35.426537,-80.8424977, NC ,28078,1
cwGP7PlBzI1WtQgiNobStw ,35.412231,-80.8440169, NC ,28078,1
VuMgHCUasTQurgz69wmqjg ,35.4427114,-80.8858163, NC ,28078,1
xJ94FRxbFwkmpi1hjuWlaw ,35.4112378,-80.8559475, NC ,28078,1
Faz6oSHw6yhZF-myoZO_Nw ,35.40643993,-80.86364278, NC ,28078,1
hT3pnZ6HR7oLDE-LfxAElQ ,35.4110876,-80.841745, NC ,28078,1
r_W5vN-Q6-90Tk9CLO1Iew ,35.4062675,-80.8643534, NC ,28078,1
Wf_c89R7P3h5BlLj0V2mRg ,35.4347977,-80.8405226, NC ,28078,1
crEc4J9GohAYEfp8LiTlvQ ,35.4101134,-80.8509492, NC ,28078,1
zTEAgV-YSyg7Mek2S20Xcw ,35.4312718,-80.8427596, NC ,28078,1
U2g5RVACxNpeD7FEujg3sw ,35.440107,-80.873186, NC ,28078,1
gCM5BXvbLQxZiF-q7pzKBg ,35.40649078,-80.86557833, NC ,28078,1
dPcrrINXaDFtfQD43-hVig ,35.4430876,-80.8601267, NC ,28078,1
kHHr8T5WIR4kOHeNDVGFzQ ,35.431876,-80.842979, NC ,28078,1
vC3PDd3hOKexxoBdHhdDvA ,35.4436457,-80.8583677, NC ,28078,1
frXPZBz0v0KW56eE17v4oQ ,35.4436419,-80.859056, NC ,28078,1
jPFCPMHN3pFe3rKZO8ojfg ,35.480218,-80.857844, NC ,28031,1
D1yZz9B7t2kEYb5F22hdyw ,35.4727001,-80.8955001, NC ,28031,1
aXAqPM6SlA2_asaMcCONhg ,35.4910855,-80.8576628, NC ,28031,1
3pCTA4QiDKMae4ZKxwfDlw ,35.447789,-80.8654984, NC ,28078,1
3X7wJENkbXBZJmD3HRIdXg ,35.405168,-80.840944, NC ,28078,1
Db-oEwCyOhofNnzAvqU3IQ ,35.4045539,-80.8541329, NC ,28078,1
Qi8CBfSrNGWg8P7d43h6mQ ,35.4740176,-80.8911089, NC ,28031,1
vyexrAQSWvV_DyEBWrIBCg ,35.4749415,-80.8898551, NC ,28031,1
iGMmIHaS5EN_zrtIYG2tbA ,35.487751,-80.858642, NC ,28031,1
wjOwf9KLKfo8pGdWXtfbaw ,35.44556968,-80.87787409, NC ,28078,1
aZ9CR3gUyB_vEW97LwiQNQ ,35.443563,-80.857573, NC ,28078,1
OizzqU3hEB1o3XlM5lWbcg ,35.4503535,-80.88841524, NC ,28031,1
zHRJRpR1VEdbt4K8jV8tKA ,35.4435643,-80.8943302, NC ,28078,1
XL85WgQVLM-snYUg6KhNtA ,35.486963,-80.857925, NC ,28031,1
BOlCnpC-fXqheQ76_nxw0w ,35.483286,-80.859682, NC ,28031,1
UbAgd4yfkdI6RQ0tEGLiAw ,35.4944741,-80.8530909, NC ,28036,1
ayi6dknB8yFAixYyNZd4MQ ,35.478809,-80.89336, NC ,28031,1
TRUVK_QX1HIa01-oLNStVQ ,35.4714,-80.892441, NC ,28031,1
XbxR8oE3puNHbUnUJpoQLw ,35.482353,-80.860692, NC ,28031,1
LRvEyx6MFKhM4DB5O3uhew ,35.4809701,-80.8850671, NC ,28031,1
Sx6u-sZlDxVMoCBvto1NYA ,35.4761288,-80.8899692, NC ,28031,1
AG_3ndjTpXal68bVff1iMQ ,35.480314,-80.878912, NC ,28031,1
SMLqyXYfh-BOhUHivTjTAg ,35.48216,-80.880886, NC ,28031,1
_AiyFg3_gFbmV7Gc_F9VnA ,35.478912,-80.894464, NC ,28031,1
t6BSYfIQSPFLa-iaFu2WuQ ,35.487127,-80.875072, NC ,28031,1
vZzK_RobsOAKwq8oPYXYcQ ,35.480255,-80.886973, NC ,28031,1
npUZ-jTBzVYkZ0gKRV9Ngw ,35.4818493,-80.8581763, NC ,28031,1
KSLuSYfYrByVEJ9-JG4ofQ ,35.5017179,-80.849404, NC ,28036,1
0AeG4Um6PMMIMSiiVbvXXA ,35.4062675,-80.8643534, NC ,28078,1
zHy24rvyrjBmnA6PhcFCdg ,35.4945937,-80.8541869, NC ,28036,1
SUaEbsKFSo33idJzQ9Dfjw ,35.5059571,-80.8673963, NC ,28036,1
PUmyltEP2kXbVPgXe3tGTQ ,35.463579,-80.873496, NC ,28031,1
hvJIt-UqUBEkAZZap0XG3Q ,35.494828,-80.8530183, NC ,28036,1
Q299nCAiIZ4FnaWAUJq2Fg ,35.4404169,-80.845275, NC ,28036,1
mo6BlOmldUUBhWPDoytl3A ,35.4432235,-80.8836311, NC ,28078,1
qDSpwXOqjcsuvZFlMHUSrQ ,35.506448,-80.854896, NC ,28036,1
MB6NnC5XOZM9RGFfcCRWMg ,35.4416799,-80.8628696, NC ,28078,1
NiBc_8sWqpa4e9LdYIFF_w ,35.486051,-80.858035, NC ,28031,1
64TvG25A8r1kxn0PV1oZBA ,35.4869569,-80.8751039, NC ,28031,1
oCULDH0GWWLM4GdLSt0Huw ,35.4960855,-80.853182, NC ,28036,1
5lL55BkFI8CUUUSpgacKcw ,35.447957,-80.889813, NC ,28031,1
YTT6fAx2gJF3NsScZdmWLw ,35.4213082,-80.8416218, NC ,28078,1
hfBrethLHS9iXeBNR8MtzQ ,35.4039775,-80.8665903, NC ,28078,1
A99BXxsAPNYBHPuM0QO6nw ,35.404564,-80.852621, NC ,28078,1
a_0B2pT7L8WA5EZjEHlY5w ,35.4078598,-80.86355046, NC ,28078,1
xA5eXlbY8pbHrt_aDs8Gig ,35.44075012,-80.86466217, NC ,28078,1
z7O1CLSWtCjtz5oFqPbW-w ,35.44278747,-80.85736627, NC ,28078,1
TlErVLM2UcFjKLjLOa5ykw ,35.4484269,-80.8636183, NC ,28078,1
CJIn-8MGj9ljGkwofnQDrg ,35.475632,-80.891952, NC ,28031,1
#NAME?,35.453627,-80.891154, NC ,28031,1
hZ8xt1H8g8uyA6n7Nbnpgg ,35.4820925,-80.8608862, NC ,28031,1
y4_VVztbF_5qFh8SqK9NIw ,35.48141868,-80.8843249, NC ,28031,1
3_2H8ecCi3c3Azk8t557tw ,35.4089724,-80.8630611, NC ,28078,1
WNr5N1oDX9D9-xPn8U4kRg ,35.44370421,-80.86478736, NC ,28078,1
A5mnQ5APQ_wiCuVpVGQRnQ ,35.4451629,-80.8802742, NC ,28078,1
uR3hlYEIMOxdjSt2etur6Q ,35.421889,-80.842612, NC ,28078,1
O7_rXHN_-cFp0TgiMaNulw ,35.446553,-80.879669, NC ,28078,1
Im5bRjtV1s1ueM8xRd18Lw ,35.4445566,-80.87916729, NC ,28078,1
a8uQhqCsy_CA74HqNBOuUA ,35.446468,-80.879703, NC ,28078,1
AXNIAs4FsKSc2pK4vvPHaA ,35.44946,-80.88965, NC ,28031,1
6gF-m1csJtckBSJEmIpsTg ,35.4842614,-80.8788418, NC ,28031,1
948Kbvo5mOP2IZYEOrvXDQ ,35.485779,-80.878258, NC ,28031,1
2bTfMJCido0G8U0tk8hDkg ,35.4976184,-80.8493383, NC ,28036,1
OiBCXQYobQyZvqxZGmixiA ,35.419037,-80.841701, NC ,28078,1
ILBbzc6d7zQPPeeZgjFXVw ,35.488581,-80.874231, NC ,28031,1
f9NumwFMBDn751xgFiRbNA ,35.462954,-80.852689, NC ,28031,1
cK7ORDRbb1vVYA0WCbpNJQ ,35.4087857,-80.8627784, NC ,28078,1
9_9oR4bCd1bdvyuZjoWbRA ,35.47053,-80.87367, NC ,28031,1
n5zW70ppsr4EHjIA3XBN5w ,35.4060437,-80.8649403, NC ,28078,1
2Ndg2shegDtEGreZmZou_Q ,35.437681,-80.867308, NC ,28078,1
zPDCoF2DVjXSs6kmFqlF5A ,35.4793582,-80.8909812, NC ,28031,1
WtqzJcXEt5lc0hSeJ-bAJg ,35.442215,-80.873574, NC ,28078,1
cxA-ETXXXBzOlR83j7feMQ ,35.4428962,-80.8801178, NC ,28078,1
bxsc4cJFKHCBO64k20kCOA ,35.436211,-80.865706, NC ,28078,1
lFGavj6FhvS8_sXcmhYULA ,35.4825699,-80.876457, NC ,28031,1
kIUygMeRLGlXdegKl6E2xQ ,35.4582731,-80.8678918, NC ,28031,1
b9MWeouP5TXp65vgVQBqDw ,35.481594,-80.876972, NC ,28031,1
OPkJUYmmOE0dfI1O0tbD2w ,35.480811,-80.883509, NC ,28031,1
aU8oOeahC9tbYFy62wfKvA ,35.4828029,-80.873268, NC ,28031,1
6Hnf8Vk2BOuyDf11PZdvSw ,35.44744189,-80.89130368, NC ,28031,1
TlNOalHa6NUMkWi30iuhNA ,35.48432494,-80.87796928, NC ,28031,1
9wWqw9wnT0l8ppnavowPZA ,35.464383,-80.893416, NC ,28031,1
yht-Ov0NJbwp-YQ7sELWBQ ,35.40630998,-80.86408495, NC ,28078,1
Fbodyr3N_oJIT90qXdAqGQ ,35.443106,-80.859585, NC ,28078,1
gGjq3rQaMclXVFlJYXoNPQ ,35.436588,-80.870661, NC ,28078,1
sFGuQfzox4oOp0JhfgX1zg ,35.40981661,-80.8530628, NC ,28078,1
vehk1EdzfzlkWjlBoZumag ,35.475439,-80.888605, NC ,28031,1
cHnjg4pprBi6FQINWNm3AA ,35.487112,-80.875406, NC ,28031,1
OBrKwnh400OrIs1i5Xp3CQ ,35.481292,-80.8844, NC ,28031,1
6GHVxtMvgn5u6hl9V7Fqjg ,35.448321,-80.890953, NC ,28031,1
